person_participantID,date,activity_sum,activity_extreme_sum
sp10-01-40,11/3/2010,267,265
fa10-01-17,11/3/2010,901,874
fa10-01-74,11/3/2010,1025,167
fa10-01-23,11/3/2010,34,229
sp10-01-39,11/3/2010,120,243
sp10-01-48,11/3/2010,412,558
fa10-01-02,11/3/2010,236,67
sp10-01-38,11/3/2010,439,377
sp10-01-32,11/3/2010,647,627
sp10-01-19,11/3/2010,772,635
sp10-01-43,11/3/2010,375,349
fa10-01-81,11/3/2010,412,337
fa10-01-44,11/3/2010,537,133
fa10-01-47,11/3/2010,189,290
fa10-01-22,11/2/2010,365,511
fa10-01-22,11/3/2010,417,484
fa10-01-72,11/3/2010,689,554
fa10-01-05,11/3/2010,139,126
fa10-01-71,11/3/2010,397,483
fa10-01-43,11/3/2010,403,371
fa10-01-18,11/3/2010,272,438
fa10-01-68,11/3/2010,415,534
fa10-01-69,11/3/2010,306,212
fa10-01-52,11/3/2010,0,6
fa10-01-07,11/3/2010,457,373
fa10-01-54,11/3/2010,303,261
sp10-01-18,11/3/2010,329,405
fa10-01-26,11/3/2010,503,561
fa10-01-35,11/3/2010,241,301
fa10-01-39,11/3/2010,91,39
fa10-01-06,11/2/2010,508,503
fa10-01-06,11/3/2010,901,345
fa10-01-20,11/3/2010,249,247
fa10-01-34,11/2/2010,111,70
fa10-01-34,11/3/2010,314,197
fa10-01-16,11/2/2010,526,444
fa10-01-16,11/3/2010,120,152
sp10-01-23,11/3/2010,455,230
sp10-01-05,11/3/2010,757,1071
fa10-01-76,10/23/2010,1308,362
fa10-01-76,10/24/2010,838,431
fa10-01-76,10/28/2010,396,339
fa10-01-76,10/29/2010,536,804
fa10-01-76,10/30/2010,1597,450
fa10-01-76,10/13/2010,759,374
fa10-01-76,10/14/2010,259,320
fa10-01-76,10/15/2010,415,317
fa10-01-76,10/16/2010,984,941
fa10-01-76,10/17/2010,605,513
fa10-01-76,10/18/2010,332,333
fa10-01-76,10/19/2010,995,391
fa10-01-76,10/20/2010,539,405
fa10-01-76,10/21/2010,1318,616
fa10-01-76,10/22/2010,95,202
fa10-01-76,10/25/2010,773,616
fa10-01-76,10/26/2010,418,284
fa10-01-76,10/27/2010,316,355
fa10-01-76,10/31/2010,966,902
fa10-01-76,11/1/2010,334,391
fa10-01-76,11/2/2010,397,346
fa10-01-08,11/4/2010,585,329
fa10-01-08,11/5/2010,334,331
fa10-01-15,11/4/2010,226,169
fa10-01-24,11/4/2010,415,337
fa10-01-24,11/5/2010,1,2
fa10-01-27,11/4/2010,298,695
fa10-01-27,11/5/2010,348,852
fa10-01-31,11/4/2010,332,590
fa10-01-31,11/5/2010,179,272
fa10-01-40,11/4/2010,7,2
fa10-01-40,11/5/2010,7,3
fa10-01-50,11/4/2010,375,587
fa10-01-50,11/5/2010,382,176
fa10-01-67,11/4/2010,92,154
fa10-01-67,11/5/2010,80,31
fa10-01-70,11/4/2010,638,248
fa10-01-70,11/5/2010,288,176
fa10-01-75,11/4/2010,391,400
fa10-01-75,11/5/2010,53,87
fa10-01-76,11/3/2010,650,505
fa10-01-76,11/4/2010,179,262
fa10-01-76,11/5/2010,441,497
fa10-01-86,11/4/2010,114,177
fa10-01-86,11/5/2010,172,473
sp10-01-30,11/4/2010,149,146
sp10-01-30,11/5/2010,319,355
sp10-01-33,11/4/2010,507,453
sp10-01-33,11/5/2010,831,539
sp10-01-35,11/4/2010,179,399
sp10-01-35,11/5/2010,309,570
sp10-01-53,11/4/2010,322,105
sp10-01-53,11/5/2010,79,17
fa10-01-41,11/4/2010,501,329
fa10-01-41,11/5/2010,386,346
fa10-01-01,11/4/2010,357,164
fa10-01-01,11/5/2010,1168,481
sp10-01-46,11/4/2010,595,382
sp10-01-46,11/5/2010,525,595
sp10-01-08,11/4/2010,606,232
sp10-01-08,11/5/2010,940,501
fa10-01-19,11/4/2010,396,281
fa10-01-19,11/5/2010,483,686
sp10-01-49,11/4/2010,183,312
sp10-01-49,11/5/2010,639,506
sp10-01-40,11/4/2010,292,339
sp10-01-40,11/5/2010,270,262
fa10-01-17,11/4/2010,115,101
fa10-01-17,11/5/2010,1149,961
fa10-01-74,11/4/2010,29,15
fa10-01-74,11/5/2010,534,377
fa10-01-23,11/4/2010,37,314
sp10-01-39,11/4/2010,213,345
sp10-01-48,11/4/2010,512,343
sp10-01-48,11/5/2010,346,377
fa10-01-02,11/4/2010,173,21
fa10-01-02,11/5/2010,309,64
sp10-01-38,11/4/2010,671,671
sp10-01-38,11/5/2010,446,550
sp10-01-32,11/4/2010,934,873
sp10-01-32,11/5/2010,657,582
fa10-01-59,11/4/2010,4,25
fa10-01-59,11/5/2010,0,64
sp10-01-19,11/4/2010,680,435
sp10-01-19,11/5/2010,230,280
sp10-01-43,11/4/2010,347,245
sp10-01-43,11/5/2010,477,555
fa10-01-81,11/4/2010,222,74
fa10-01-81,11/5/2010,600,356
fa10-01-44,11/4/2010,254,90
fa10-01-44,11/5/2010,1023,232
fa10-01-47,11/4/2010,198,217
fa10-01-47,11/5/2010,232,154
fa10-01-22,11/4/2010,11,139
fa10-01-72,11/4/2010,540,297
fa10-01-72,11/5/2010,521,391
fa10-01-79,11/4/2010,69,207
fa10-01-79,11/5/2010,202,620
fa10-01-05,11/4/2010,513,432
fa10-01-05,11/5/2010,799,619
fa10-01-71,11/4/2010,551,437
fa10-01-71,11/5/2010,323,450
fa10-01-43,11/4/2010,251,271
fa10-01-43,11/5/2010,551,497
fa10-01-18,11/4/2010,259,193
fa10-01-18,11/5/2010,554,582
fa10-01-68,11/4/2010,443,628
fa10-01-68,11/5/2010,236,316
fa10-01-69,11/4/2010,220,139
fa10-01-69,11/5/2010,451,317
fa10-01-52,11/4/2010,71,170
fa10-01-07,11/4/2010,593,327
fa10-01-07,11/5/2010,534,279
fa10-01-54,11/4/2010,422,216
fa10-01-54,11/5/2010,927,309
sp10-01-18,11/4/2010,297,247
sp10-01-18,11/5/2010,317,243
fa10-01-26,11/4/2010,425,487
fa10-01-26,11/5/2010,571,294
fa10-01-35,11/4/2010,1064,1012
fa10-01-35,11/5/2010,401,491
fa10-01-39,11/4/2010,312,100
fa10-01-39,11/5/2010,60,120
fa10-01-06,11/4/2010,847,345
fa10-01-06,11/5/2010,582,587
fa10-01-20,11/4/2010,506,465
fa10-01-20,11/5/2010,391,520
fa10-01-34,11/4/2010,95,215
fa10-01-34,11/5/2010,653,228
fa10-01-16,11/4/2010,301,243
fa10-01-16,11/5/2010,531,344
sp10-01-23,11/4/2010,31,53
sp10-01-23,11/5/2010,442,159
sp10-01-05,11/4/2010,296,102
sp10-01-05,11/5/2010,952,779
fa10-01-55,11/4/2010,168,251
fa10-01-55,11/5/2010,0,1
fa10-01-36,11/4/2010,339,139
fa10-01-36,11/5/2010,625,315
fa10-01-33,11/3/2010,450,435
fa10-01-33,11/4/2010,108,41
fa10-01-33,11/5/2010,342,154
fa10-01-45,11/4/2010,103,129
fa10-01-45,11/5/2010,135,149
fa10-01-56,11/4/2010,449,453
fa10-01-56,11/5/2010,275,310
fa10-01-78,11/4/2010,401,216
fa10-01-78,11/5/2010,21,33
fa10-01-46,11/4/2010,7,1
fa10-01-58,11/4/2010,173,111
fa10-01-58,11/5/2010,28,26
fa10-01-30,11/4/2010,195,355
fa10-01-30,11/5/2010,654,1035
fa10-01-61,11/4/2010,228,388
fa10-01-61,11/5/2010,18,112
fa10-01-25,11/4/2010,618,608
fa10-01-25,11/5/2010,963,460
fa10-01-62,11/4/2010,427,418
fa10-01-62,11/5/2010,345,704
fa10-01-29,11/4/2010,312,296
fa10-01-29,11/5/2010,862,1059
fa10-01-77,11/4/2010,162,422
fa10-01-77,11/5/2010,44,507
fa10-01-57,11/4/2010,477,319
fa10-01-57,11/5/2010,445,422
fa10-01-12,11/4/2010,363,206
fa10-01-12,11/5/2010,530,135
fa10-01-53,11/4/2010,326,337
fa10-01-53,11/5/2010,444,348
sp10-01-06,11/4/2010,305,181
sp10-01-06,11/5/2010,668,542
fa10-01-80,11/4/2010,162,374
fa10-01-80,11/5/2010,616,797
fa10-01-21,11/4/2010,700,568
fa10-01-21,11/5/2010,572,756
fa10-01-28,11/4/2010,94,49
fa10-01-28,11/5/2010,210,467
sp10-01-24,11/4/2010,364,177
sp10-01-24,11/5/2010,864,678
fa10-01-03,11/4/2010,407,263
fa10-01-03,11/5/2010,508,261
fa10-01-11,11/4/2010,314,227
fa10-01-11,11/5/2010,526,535
sp10-01-25,11/4/2010,762,217
sp10-01-25,11/5/2010,543,372
fa10-01-04,11/5/2010,1013,227
fa10-01-32,11/4/2010,6,2
fa10-01-32,11/5/2010,491,701
sp10-01-34,11/4/2010,542,715
sp10-01-34,11/5/2010,407,976
sp10-01-13,11/4/2010,443,436
sp10-01-13,11/5/2010,490,215
fa10-01-48,11/4/2010,25,46
fa10-01-48,11/5/2010,320,152
sp10-01-44,11/4/2010,533,863
sp10-01-44,11/5/2010,105,55
fa10-01-13,11/4/2010,348,397
fa10-01-13,11/5/2010,364,294
sp10-01-45,11/4/2010,22,162
sp10-01-45,11/5/2010,564,693
fa10-01-60,11/3/2010,192,45
fa10-01-60,11/4/2010,158,193
fa10-01-60,11/5/2010,322,512
sp10-01-31,11/4/2010,191,268
sp10-01-31,11/5/2010,359,470
fa10-01-37,11/4/2010,0,0
fa10-01-37,11/5/2010,182,168
sp10-01-41,11/4/2010,622,298
sp10-01-41,11/5/2010,1004,621
fa10-01-14,11/4/2010,39,229
fa10-01-14,11/5/2010,414,675
fa10-01-49,11/4/2010,262,376
fa10-01-49,11/5/2010,682,321
sp10-01-07,11/4/2010,504,426
sp10-01-07,11/5/2010,455,171
sp10-01-12,11/4/2010,45,54
sp10-01-12,11/5/2010,573,529
fa10-01-73,11/4/2010,437,383
fa10-01-73,11/5/2010,490,453
sp10-01-22,11/4/2010,348,234
sp10-01-22,11/5/2010,860,329
fa10-01-38,11/4/2010,325,86
fa10-01-38,11/5/2010,626,160
fa10-01-52,11/5/2010,513,408
fa10-01-24,10/16/2010,525,981
fa10-01-24,10/17/2010,745,485
fa10-01-24,10/18/2010,158,134
fa10-01-24,10/19/2010,27,7
fa10-01-24,10/20/2010,6,31
fa10-01-24,10/21/2010,0,0
fa10-01-75,10/10/2010,1,1
fa10-01-76,10/10/2010,0,0
sp10-01-52,11/3/2010,327,212
sp10-01-52,11/4/2010,96,9
sp10-01-52,11/5/2010,198,45
fa10-01-81,10/9/2010,202,117
fa10-01-81,10/10/2010,996,486
fa10-01-81,10/11/2010,39,3
fa10-01-81,10/12/2010,475,275
fa10-01-81,10/13/2010,951,1249
fa10-01-81,10/14/2010,0,0
fa10-01-79,10/17/2010,140,26
fa10-01-79,10/18/2010,374,894
fa10-01-43,10/5/2010,82,231
fa10-01-68,10/8/2010,82,16
fa10-01-56,10/11/2010,262,179
fa10-01-56,10/12/2010,19,133
fa10-01-85,10/26/2010,85,176
fa10-01-85,10/27/2010,408,377
fa10-01-85,10/28/2010,78,36
fa10-01-85,10/29/2010,16,26
fa10-01-85,10/30/2010,0,22
fa10-01-85,10/31/2010,0,19
fa10-01-85,11/1/2010,40,103
fa10-01-85,11/2/2010,12,39
fa10-01-85,11/3/2010,132,246
fa10-01-85,11/4/2010,149,299
fa10-01-85,11/5/2010,41,25
fa10-01-22,11/5/2010,446,396
fa10-01-23,11/5/2010,232,758
fa10-01-08,11/6/2010,294,64
fa10-01-08,11/7/2010,548,132
fa10-01-08,11/8/2010,424,289
fa10-01-24,11/6/2010,374,254
fa10-01-24,11/7/2010,86,301
fa10-01-24,11/8/2010,7,2
fa10-01-27,11/6/2010,596,1391
fa10-01-27,11/7/2010,161,1150
fa10-01-27,11/8/2010,299,717
fa10-01-31,11/6/2010,360,370
fa10-01-31,11/7/2010,317,585
fa10-01-31,11/8/2010,567,463
fa10-01-40,11/6/2010,165,82
fa10-01-40,11/7/2010,180,58
fa10-01-40,11/8/2010,179,113
fa10-01-50,11/6/2010,17,19
fa10-01-50,11/7/2010,307,361
fa10-01-50,11/8/2010,188,429
fa10-01-67,11/6/2010,505,483
fa10-01-67,11/7/2010,336,230
fa10-01-67,11/8/2010,268,144
fa10-01-70,11/6/2010,244,103
fa10-01-70,11/7/2010,1141,644
fa10-01-70,11/8/2010,166,312
fa10-01-75,11/6/2010,784,608
fa10-01-75,11/7/2010,2055,1076
fa10-01-75,11/8/2010,555,627
fa10-01-76,11/6/2010,229,237
fa10-01-76,11/7/2010,944,569
fa10-01-76,11/8/2010,50,117
fa10-01-85,11/6/2010,3,23
fa10-01-85,11/7/2010,5,21
fa10-01-85,11/8/2010,138,214
fa10-01-86,11/6/2010,1,22
fa10-01-86,11/7/2010,197,57
fa10-01-86,11/8/2010,449,273
sp10-01-30,11/6/2010,1143,208
sp10-01-30,11/7/2010,31,52
sp10-01-30,11/8/2010,64,92
sp10-01-33,11/6/2010,899,446
sp10-01-33,11/7/2010,975,601
sp10-01-33,11/8/2010,409,469
sp10-01-35,11/6/2010,305,705
sp10-01-35,11/7/2010,374,700
sp10-01-35,11/8/2010,314,402
sp10-01-53,11/6/2010,98,41
sp10-01-53,11/7/2010,264,62
sp10-01-53,11/8/2010,79,57
fa10-01-41,11/6/2010,446,280
fa10-01-41,11/7/2010,457,301
fa10-01-41,11/8/2010,163,571
fa10-01-01,11/6/2010,568,255
fa10-01-01,11/7/2010,622,408
fa10-01-01,11/8/2010,281,176
sp10-01-46,11/6/2010,338,395
sp10-01-46,11/7/2010,531,356
sp10-01-46,11/8/2010,435,525
sp10-01-08,11/6/2010,516,682
sp10-01-08,11/7/2010,310,145
sp10-01-08,11/8/2010,109,225
fa10-01-19,11/6/2010,807,839
fa10-01-19,11/7/2010,628,1160
fa10-01-19,11/8/2010,413,322
sp10-01-49,11/6/2010,200,184
sp10-01-49,11/7/2010,302,586
sp10-01-49,11/8/2010,123,154
sp10-01-40,11/6/2010,136,215
sp10-01-40,11/7/2010,391,424
sp10-01-40,11/8/2010,236,388
fa10-01-17,11/6/2010,1506,907
fa10-01-17,11/7/2010,1403,742
fa10-01-17,11/8/2010,1307,1980
fa10-01-74,11/6/2010,349,152
fa10-01-74,11/7/2010,129,43
fa10-01-74,11/8/2010,226,349
fa10-01-23,11/6/2010,585,719
fa10-01-23,11/7/2010,483,779
fa10-01-23,11/8/2010,302,471
sp10-01-48,11/6/2010,464,346
sp10-01-48,11/7/2010,449,561
sp10-01-48,11/8/2010,335,334
fa10-01-02,11/6/2010,301,99
fa10-01-02,11/7/2010,501,255
fa10-01-02,11/8/2010,180,63
sp10-01-38,11/6/2010,234,416
sp10-01-38,11/7/2010,313,365
sp10-01-38,11/8/2010,361,455
sp10-01-32,11/6/2010,1202,842
sp10-01-32,11/7/2010,1099,600
sp10-01-32,11/8/2010,828,898
fa10-01-59,11/6/2010,0,15
fa10-01-59,11/7/2010,0,39
fa10-01-59,11/8/2010,292,248
sp10-01-19,11/6/2010,423,534
sp10-01-19,11/7/2010,236,87
sp10-01-19,11/8/2010,357,401
sp10-01-52,11/6/2010,476,190
sp10-01-52,11/7/2010,182,70
sp10-01-52,11/8/2010,364,175
sp10-01-43,11/6/2010,611,449
sp10-01-43,11/7/2010,329,425
sp10-01-43,11/8/2010,366,788
fa10-01-81,11/6/2010,216,72
fa10-01-81,11/7/2010,294,226
fa10-01-81,11/8/2010,235,264
fa10-01-44,11/6/2010,319,110
fa10-01-44,11/7/2010,792,219
fa10-01-44,11/8/2010,477,135
fa10-01-47,11/6/2010,95,225
fa10-01-47,11/7/2010,134,184
fa10-01-47,11/8/2010,136,204
fa10-01-22,11/6/2010,107,307
fa10-01-22,11/7/2010,296,621
fa10-01-22,11/8/2010,16,26
fa10-01-72,11/6/2010,499,551
fa10-01-72,11/7/2010,405,399
fa10-01-72,11/8/2010,208,248
fa10-01-79,11/6/2010,343,1018
fa10-01-79,11/7/2010,491,1047
fa10-01-79,11/8/2010,583,847
fa10-01-05,11/6/2010,416,261
fa10-01-05,11/7/2010,250,289
fa10-01-05,11/8/2010,540,315
fa10-01-71,11/6/2010,793,658
fa10-01-71,11/7/2010,364,465
fa10-01-71,11/8/2010,514,202
fa10-01-43,11/6/2010,287,188
fa10-01-43,11/7/2010,528,315
fa10-01-43,11/8/2010,430,397
fa10-01-18,11/6/2010,562,460
fa10-01-18,11/7/2010,184,320
fa10-01-18,11/8/2010,681,377
fa10-01-68,11/6/2010,283,430
fa10-01-68,11/7/2010,98,124
fa10-01-68,11/8/2010,0,0
fa10-01-69,11/6/2010,273,115
fa10-01-69,11/7/2010,238,537
fa10-01-69,11/8/2010,240,458
fa10-01-52,11/6/2010,21,30
fa10-01-52,11/7/2010,411,323
fa10-01-52,11/8/2010,338,402
fa10-01-07,11/6/2010,573,319
fa10-01-07,11/7/2010,290,236
fa10-01-07,11/8/2010,296,410
fa10-01-54,11/6/2010,48,9
fa10-01-54,11/7/2010,207,147
fa10-01-54,11/8/2010,303,146
sp10-01-18,11/6/2010,4,15
sp10-01-18,11/7/2010,0,3
fa10-01-26,11/6/2010,199,134
fa10-01-26,11/7/2010,61,148
fa10-01-26,11/8/2010,337,600
fa10-01-35,11/6/2010,780,304
fa10-01-35,11/7/2010,444,313
fa10-01-35,11/8/2010,532,325
fa10-01-39,11/6/2010,161,59
fa10-01-39,11/7/2010,90,71
fa10-01-39,11/8/2010,113,108
fa10-01-06,11/6/2010,345,206
fa10-01-06,11/7/2010,874,857
fa10-01-06,11/8/2010,282,160
fa10-01-20,11/6/2010,1411,1000
fa10-01-20,11/7/2010,1041,1037
fa10-01-20,11/8/2010,202,193
fa10-01-34,11/6/2010,23,29
fa10-01-34,11/7/2010,283,89
fa10-01-34,11/8/2010,231,55
fa10-01-16,11/6/2010,637,511
fa10-01-16,11/7/2010,505,419
fa10-01-16,11/8/2010,455,300
sp10-01-56,11/3/2010,256,250
sp10-01-56,11/4/2010,574,312
sp10-01-56,11/5/2010,253,181
sp10-01-56,11/6/2010,818,210
sp10-01-56,11/7/2010,675,255
sp10-01-56,11/8/2010,1299,237
sp10-01-23,11/6/2010,651,223
sp10-01-23,11/7/2010,175,65
sp10-01-23,11/8/2010,225,117
sp10-01-05,11/6/2010,520,473
sp10-01-05,11/7/2010,792,615
sp10-01-05,11/8/2010,655,921
fa10-01-55,11/6/2010,0,0
fa10-01-55,11/7/2010,58,34
fa10-01-55,11/8/2010,95,112
fa10-01-36,11/6/2010,740,185
fa10-01-36,11/7/2010,435,392
fa10-01-36,11/8/2010,739,406
fa10-01-33,11/6/2010,159,100
fa10-01-33,11/7/2010,56,35
fa10-01-33,11/8/2010,342,293
fa10-01-45,11/6/2010,534,280
fa10-01-45,11/7/2010,762,404
fa10-01-45,11/8/2010,141,253
fa10-01-56,11/6/2010,113,157
fa10-01-56,11/7/2010,501,374
fa10-01-56,11/8/2010,206,218
fa10-01-78,11/6/2010,115,88
fa10-01-78,11/7/2010,40,16
fa10-01-78,11/8/2010,561,549
fa10-01-46,11/6/2010,172,36
fa10-01-46,11/7/2010,481,71
fa10-01-58,11/6/2010,302,170
fa10-01-58,11/7/2010,865,535
fa10-01-58,11/8/2010,98,190
fa10-01-30,11/6/2010,472,671
fa10-01-30,11/7/2010,243,506
fa10-01-30,11/8/2010,237,620
fa10-01-61,11/6/2010,243,489
fa10-01-61,11/7/2010,142,372
fa10-01-61,11/8/2010,197,549
fa10-01-25,11/6/2010,546,460
fa10-01-25,11/7/2010,225,388
fa10-01-25,11/8/2010,237,532
fa10-01-62,11/6/2010,96,462
fa10-01-62,11/7/2010,275,262
fa10-01-62,11/8/2010,318,497
fa10-01-29,11/6/2010,699,567
fa10-01-29,11/7/2010,367,630
fa10-01-29,11/8/2010,423,584
fa10-01-77,11/6/2010,316,240
fa10-01-77,11/7/2010,176,172
fa10-01-77,11/8/2010,319,630
fa10-01-57,11/6/2010,63,39
fa10-01-57,11/7/2010,658,687
fa10-01-57,11/8/2010,351,323
fa10-01-12,11/6/2010,152,48
fa10-01-12,11/7/2010,83,54
fa10-01-12,11/8/2010,92,55
fa10-01-53,11/6/2010,481,239
fa10-01-53,11/7/2010,147,131
fa10-01-53,11/8/2010,272,266
sp10-01-06,11/6/2010,568,433
sp10-01-06,11/7/2010,1,1
sp10-01-06,11/8/2010,382,285
fa10-01-80,11/6/2010,387,1007
fa10-01-80,11/7/2010,590,893
fa10-01-80,11/8/2010,546,775
fa10-01-21,11/6/2010,366,422
fa10-01-21,11/7/2010,323,666
fa10-01-21,11/8/2010,835,982
fa10-01-28,11/6/2010,725,718
fa10-01-28,11/7/2010,182,604
fa10-01-28,11/8/2010,245,385
sp10-01-24,11/6/2010,310,272
sp10-01-24,11/7/2010,63,14
sp10-01-24,11/8/2010,477,606
fa10-01-03,11/6/2010,139,59
fa10-01-03,11/7/2010,316,105
fa10-01-03,11/8/2010,25,11
fa10-01-11,11/6/2010,192,108
fa10-01-11,11/7/2010,134,75
fa10-01-11,11/8/2010,37,69
sp10-01-25,11/6/2010,469,480
sp10-01-25,11/7/2010,327,217
sp10-01-25,11/8/2010,134,82
fa10-01-04,11/6/2010,1001,199
fa10-01-04,11/7/2010,411,160
fa10-01-04,11/8/2010,474,156
fa10-01-32,11/6/2010,385,608
fa10-01-32,11/7/2010,334,647
fa10-01-32,11/8/2010,0,1
sp10-01-34,11/6/2010,178,664
sp10-01-34,11/7/2010,196,676
sp10-01-34,11/8/2010,449,655
sp10-01-13,11/6/2010,193,395
sp10-01-13,11/7/2010,680,806
sp10-01-13,11/8/2010,768,679
fa10-01-48,11/6/2010,61,24
fa10-01-48,11/7/2010,52,30
fa10-01-48,11/8/2010,143,42
sp10-01-44,11/6/2010,104,167
sp10-01-44,11/7/2010,755,878
sp10-01-44,11/8/2010,298,719
fa10-01-13,11/6/2010,449,1019
fa10-01-13,11/7/2010,568,354
fa10-01-13,11/8/2010,499,465
sp10-01-45,11/6/2010,953,761
sp10-01-45,11/7/2010,286,348
sp10-01-45,11/8/2010,224,306
fa10-01-60,11/6/2010,46,27
fa10-01-60,11/7/2010,0,0
sp10-01-31,11/6/2010,270,488
sp10-01-31,11/7/2010,353,416
sp10-01-31,11/8/2010,382,399
sp10-01-42,10/9/2010,942,363
sp10-01-42,10/10/2010,381,313
sp10-01-42,10/11/2010,750,462
sp10-01-42,10/12/2010,796,844
sp10-01-42,10/13/2010,390,557
sp10-01-42,10/14/2010,683,367
sp10-01-42,10/15/2010,353,319
sp10-01-42,10/16/2010,294,272
sp10-01-42,10/17/2010,343,183
sp10-01-42,10/18/2010,262,201
sp10-01-42,10/19/2010,401,309
sp10-01-42,10/20/2010,279,384
sp10-01-42,10/21/2010,173,235
sp10-01-42,10/22/2010,428,304
sp10-01-42,10/23/2010,611,444
sp10-01-42,10/24/2010,178,319
sp10-01-42,10/25/2010,877,558
sp10-01-42,10/26/2010,195,277
sp10-01-42,10/27/2010,228,211
sp10-01-42,10/28/2010,1022,513
sp10-01-42,10/29/2010,319,276
sp10-01-42,10/30/2010,61,156
sp10-01-42,10/31/2010,246,355
sp10-01-42,11/1/2010,534,262
sp10-01-42,11/2/2010,678,235
sp10-01-42,11/3/2010,121,164
sp10-01-42,11/4/2010,244,291
sp10-01-42,11/5/2010,1022,499
sp10-01-42,11/6/2010,694,388
sp10-01-42,11/7/2010,251,341
sp10-01-42,11/8/2010,438,378
fa10-01-37,11/6/2010,6,0
sp10-01-41,11/6/2010,1089,681
sp10-01-41,11/7/2010,398,373
sp10-01-41,11/8/2010,122,255
fa10-01-14,11/6/2010,303,921
fa10-01-14,11/7/2010,91,270
fa10-01-14,11/8/2010,8,130
fa10-01-49,11/6/2010,710,587
fa10-01-49,11/7/2010,345,494
fa10-01-49,11/8/2010,240,252
sp10-01-07,11/6/2010,730,695
sp10-01-07,11/7/2010,10,15
sp10-01-07,11/8/2010,114,85
sp10-01-12,11/6/2010,67,37
sp10-01-12,11/7/2010,342,252
sp10-01-12,11/8/2010,251,353
fa10-01-73,11/6/2010,310,166
fa10-01-73,11/7/2010,258,94
fa10-01-73,11/8/2010,470,351
sp10-01-22,11/6/2010,600,456
sp10-01-22,11/7/2010,552,134
sp10-01-22,11/8/2010,417,238
fa10-01-38,11/6/2010,232,105
fa10-01-38,11/7/2010,359,135
fa10-01-38,11/8/2010,257,213
sp10-01-39,11/5/2010,542,270
sp10-01-39,11/6/2010,374,425
sp10-01-39,11/7/2010,248,316
sp10-01-39,11/8/2010,298,281
sp10-01-18,11/8/2010,170,239
fa10-01-60,11/8/2010,49,81
fa10-01-37,11/7/2010,294,127
fa10-01-37,11/8/2010,457,287
fa10-01-08,11/9/2010,580,354
fa10-01-08,11/10/2010,1181,252
fa10-01-08,11/11/2010,1458,763
fa10-01-15,11/10/2010,1,13
fa10-01-24,11/9/2010,11,16
fa10-01-24,11/10/2010,50,35
fa10-01-24,11/11/2010,10,7
fa10-01-27,11/9/2010,324,568
fa10-01-27,11/10/2010,708,945
fa10-01-27,11/11/2010,332,1146
fa10-01-31,11/9/2010,336,519
fa10-01-31,11/10/2010,438,905
fa10-01-31,11/11/2010,75,348
fa10-01-40,11/9/2010,7,5
fa10-01-40,11/10/2010,1,3
fa10-01-40,11/11/2010,5,2
fa10-01-50,11/9/2010,196,376
fa10-01-50,11/10/2010,171,298
fa10-01-50,11/11/2010,86,65
fa10-01-67,11/9/2010,449,175
fa10-01-67,11/10/2010,243,275
fa10-01-67,11/11/2010,5,1
fa10-01-70,11/9/2010,145,554
fa10-01-70,11/10/2010,435,829
fa10-01-70,11/11/2010,614,222
fa10-01-75,11/9/2010,528,530
fa10-01-75,11/10/2010,511,788
fa10-01-75,11/11/2010,211,338
fa10-01-76,11/9/2010,352,666
fa10-01-76,11/10/2010,538,347
fa10-01-76,11/11/2010,127,423
fa10-01-85,11/9/2010,0,0
fa10-01-85,11/10/2010,81,38
fa10-01-85,11/11/2010,186,205
fa10-01-86,11/9/2010,107,257
fa10-01-86,11/10/2010,919,251
fa10-01-86,11/11/2010,511,300
sp10-01-30,11/9/2010,195,174
sp10-01-30,11/10/2010,459,491
sp10-01-30,11/11/2010,983,413
sp10-01-33,11/9/2010,575,923
sp10-01-33,11/10/2010,392,485
sp10-01-33,11/11/2010,342,737
sp10-01-35,11/9/2010,301,353
sp10-01-35,11/10/2010,361,714
sp10-01-35,11/11/2010,85,201
sp10-01-53,11/9/2010,222,253
sp10-01-53,11/10/2010,47,6
sp10-01-53,11/11/2010,484,613
fa10-01-41,11/9/2010,1198,498
fa10-01-41,11/10/2010,404,586
fa10-01-41,11/11/2010,404,403
fa10-01-01,11/9/2010,516,342
fa10-01-01,11/10/2010,711,388
fa10-01-01,11/11/2010,999,736
sp10-01-46,11/9/2010,708,643
sp10-01-46,11/10/2010,759,295
sp10-01-46,11/11/2010,242,325
sp10-01-08,11/9/2010,125,318
sp10-01-08,11/10/2010,151,218
sp10-01-08,11/11/2010,55,30
fa10-01-19,11/9/2010,154,247
fa10-01-19,11/10/2010,287,132
fa10-01-19,11/11/2010,355,594
sp10-01-49,11/9/2010,331,439
sp10-01-49,11/10/2010,311,644
sp10-01-49,11/11/2010,134,672
sp10-01-40,11/9/2010,211,250
sp10-01-40,11/10/2010,171,198
sp10-01-40,11/11/2010,962,638
fa10-01-17,11/9/2010,364,357
fa10-01-17,11/10/2010,84,32
fa10-01-17,11/11/2010,817,396
fa10-01-74,11/9/2010,866,545
fa10-01-74,11/10/2010,545,475
fa10-01-74,11/11/2010,708,136
fa10-01-23,11/9/2010,230,942
fa10-01-23,11/10/2010,195,557
fa10-01-23,11/11/2010,118,540
sp10-01-39,11/9/2010,216,276
sp10-01-39,11/10/2010,804,267
sp10-01-39,11/11/2010,251,492
sp10-01-48,11/9/2010,432,664
sp10-01-48,11/10/2010,483,557
sp10-01-48,11/11/2010,89,84
