person_participantID,date,activity_sum,activity_extreme_sum
fa10-01-08,10/13/2010,287,77
fa10-01-08,10/14/2010,791,435
fa10-01-08,10/15/2010,185,63
fa10-01-08,10/16/2010,263,81
fa10-01-08,10/17/2010,928,206
fa10-01-08,10/18/2010,521,634
fa10-01-08,10/19/2010,1017,335
fa10-01-08,10/20/2010,810,671
fa10-01-08,10/21/2010,582,294
fa10-01-08,10/22/2010,1108,358
fa10-01-08,10/23/2010,59,39
fa10-01-08,10/24/2010,914,253
fa10-01-08,10/25/2010,154,66
fa10-01-08,10/26/2010,598,544
fa10-01-08,10/27/2010,396,187
fa10-01-08,10/28/2010,72,68
fa10-01-08,10/29/2010,352,224
fa10-01-08,10/30/2010,754,481
fa10-01-08,10/31/2010,553,146
fa10-01-15,10/9/2010,685,638
fa10-01-15,10/12/2010,301,735
fa10-01-15,10/13/2010,191,275
fa10-01-15,10/14/2010,29,28
fa10-01-15,10/15/2010,348,451
fa10-01-15,10/16/2010,347,151
fa10-01-15,10/17/2010,142,106
fa10-01-15,10/18/2010,83,104
fa10-01-15,10/19/2010,195,198
fa10-01-15,10/20/2010,29,34
fa10-01-15,10/21/2010,177,186
fa10-01-15,10/22/2010,233,168
fa10-01-15,10/23/2010,148,90
fa10-01-15,10/24/2010,15,22
fa10-01-15,10/25/2010,89,88
fa10-01-15,10/26/2010,7,31
fa10-01-15,10/27/2010,221,129
fa10-01-15,10/28/2010,77,58
fa10-01-15,10/29/2010,142,290
fa10-01-15,10/30/2010,3,7
fa10-01-15,10/31/2010,0,1
fa10-01-24,10/27/2010,67,2
fa10-01-24,10/28/2010,75,66
fa10-01-24,10/29/2010,155,511
fa10-01-24,10/30/2010,354,326
fa10-01-24,10/31/2010,29,1
fa10-01-27,10/5/2010,1675,2597
fa10-01-27,10/6/2010,1587,1499
fa10-01-27,10/7/2010,268,380
fa10-01-27,10/8/2010,990,1988
fa10-01-27,10/9/2010,582,1495
fa10-01-27,10/10/2010,589,1334
fa10-01-27,10/11/2010,100,1021
fa10-01-27,10/12/2010,879,1322
fa10-01-27,10/13/2010,691,1256
fa10-01-27,10/14/2010,359,518
fa10-01-27,10/15/2010,682,1582
fa10-01-27,10/16/2010,740,1609
fa10-01-27,10/17/2010,342,1022
fa10-01-27,10/18/2010,387,629
fa10-01-27,10/19/2010,424,1116
fa10-01-27,10/20/2010,734,1037
fa10-01-27,10/21/2010,717,1297
fa10-01-27,10/22/2010,793,1618
fa10-01-27,10/23/2010,207,771
fa10-01-27,10/24/2010,257,1117
fa10-01-27,10/25/2010,413,751
fa10-01-27,10/26/2010,300,1310
fa10-01-27,10/27/2010,367,1000
fa10-01-27,10/28/2010,314,672
fa10-01-27,10/29/2010,501,1200
fa10-01-27,10/30/2010,237,834
fa10-01-27,10/31/2010,336,1393
fa10-01-31,10/5/2010,514,143
fa10-01-31,10/6/2010,1238,2183
fa10-01-31,10/7/2010,693,1495
fa10-01-31,10/8/2010,441,218
fa10-01-31,10/10/2010,2044,349
fa10-01-31,10/11/2010,31,6
fa10-01-31,10/12/2010,636,1130
fa10-01-31,10/13/2010,134,118
fa10-01-31,10/14/2010,85,119
fa10-01-31,10/17/2010,215,431
fa10-01-31,10/18/2010,151,140
fa10-01-31,10/19/2010,413,662
fa10-01-31,10/20/2010,402,473
fa10-01-31,10/21/2010,708,361
fa10-01-31,10/22/2010,292,257
fa10-01-31,10/23/2010,5,5
fa10-01-31,10/24/2010,37,297
fa10-01-31,10/25/2010,174,321
fa10-01-31,10/26/2010,292,399
fa10-01-31,10/27/2010,210,324
fa10-01-31,10/28/2010,526,772
fa10-01-31,10/29/2010,1019,146
fa10-01-31,10/30/2010,217,325
fa10-01-31,10/31/2010,115,212
fa10-01-40,10/7/2010,13,0
fa10-01-40,10/8/2010,845,1145
fa10-01-40,10/9/2010,2204,699
fa10-01-40,10/10/2010,39,10
fa10-01-40,10/11/2010,1,0
fa10-01-40,10/12/2010,274,31
fa10-01-40,10/13/2010,67,7
fa10-01-40,10/14/2010,105,21
fa10-01-40,10/15/2010,115,8
fa10-01-40,10/16/2010,44,10
fa10-01-40,10/17/2010,66,20
fa10-01-40,10/18/2010,161,56
fa10-01-40,10/19/2010,3,8
fa10-01-40,10/20/2010,44,26
fa10-01-40,10/21/2010,16,3
fa10-01-40,10/22/2010,12,4
fa10-01-40,10/23/2010,360,41
fa10-01-40,10/24/2010,333,67
fa10-01-40,10/25/2010,17,0
fa10-01-40,10/26/2010,20,3
fa10-01-40,10/27/2010,10,1
fa10-01-40,10/28/2010,106,13
fa10-01-40,10/29/2010,42,2
fa10-01-50,10/6/2010,1760,1249
fa10-01-50,10/7/2010,264,334
fa10-01-50,10/8/2010,50,22
fa10-01-50,10/9/2010,451,83
fa10-01-50,10/10/2010,749,423
fa10-01-50,10/11/2010,386,553
fa10-01-50,10/12/2010,9,3
fa10-01-50,10/13/2010,599,644
fa10-01-50,10/14/2010,414,538
fa10-01-50,10/15/2010,601,340
fa10-01-50,10/16/2010,735,513
fa10-01-50,10/17/2010,557,390
fa10-01-50,10/18/2010,427,228
fa10-01-50,10/19/2010,387,167
fa10-01-50,10/20/2010,690,327
fa10-01-50,10/21/2010,722,419
fa10-01-50,10/22/2010,7,9
fa10-01-50,10/23/2010,654,363
fa10-01-50,10/24/2010,329,244
fa10-01-50,10/25/2010,434,229
fa10-01-50,10/26/2010,316,213
fa10-01-50,10/27/2010,135,294
fa10-01-50,10/28/2010,379,275
fa10-01-50,10/29/2010,364,279
fa10-01-50,10/30/2010,278,151
fa10-01-50,10/31/2010,518,569
fa10-01-67,10/17/2010,243,94
fa10-01-67,10/18/2010,395,247
fa10-01-67,10/19/2010,434,300
fa10-01-67,10/20/2010,113,75
fa10-01-67,10/21/2010,107,28
fa10-01-67,10/22/2010,355,542
fa10-01-67,10/23/2010,354,348
fa10-01-67,10/24/2010,87,22
fa10-01-67,10/25/2010,515,231
fa10-01-67,10/26/2010,194,79
fa10-01-67,10/27/2010,438,248
fa10-01-67,10/28/2010,593,670
fa10-01-67,10/29/2010,232,321
fa10-01-67,10/30/2010,627,517
fa10-01-67,10/31/2010,92,90
fa10-01-70,10/8/2010,182,25
fa10-01-70,10/9/2010,1480,743
fa10-01-70,10/10/2010,1526,683
fa10-01-70,10/11/2010,1793,1211
fa10-01-70,10/12/2010,1138,447
fa10-01-70,10/13/2010,811,498
fa10-01-70,10/14/2010,597,211
fa10-01-70,10/15/2010,462,123
fa10-01-70,10/16/2010,838,639
fa10-01-70,10/17/2010,48,33
fa10-01-70,10/18/2010,692,387
fa10-01-70,10/19/2010,385,210
fa10-01-70,10/20/2010,300,145
fa10-01-70,10/21/2010,709,236
fa10-01-70,10/22/2010,714,519
fa10-01-70,10/23/2010,1086,793
fa10-01-70,10/24/2010,542,330
fa10-01-70,10/25/2010,651,378
fa10-01-70,10/26/2010,217,273
fa10-01-70,10/27/2010,405,640
fa10-01-70,10/28/2010,685,276
fa10-01-70,10/29/2010,194,105
fa10-01-70,10/30/2010,408,340
fa10-01-70,10/31/2010,114,40
fa10-01-75,10/11/2010,1178,634
fa10-01-75,10/12/2010,1190,1029
fa10-01-75,10/13/2010,212,212
fa10-01-75,10/14/2010,400,347
fa10-01-75,10/15/2010,458,516
fa10-01-75,10/16/2010,604,453
fa10-01-75,10/17/2010,732,425
fa10-01-75,10/18/2010,647,502
fa10-01-75,10/19/2010,563,664
fa10-01-75,10/20/2010,420,511
fa10-01-75,10/21/2010,975,553
fa10-01-75,10/22/2010,665,517
fa10-01-75,10/23/2010,509,412
fa10-01-75,10/24/2010,652,373
fa10-01-75,10/25/2010,734,587
fa10-01-75,10/26/2010,73,117
fa10-01-75,10/27/2010,295,401
fa10-01-75,10/28/2010,268,367
fa10-01-75,10/29/2010,486,616
fa10-01-75,10/30/2010,332,342
fa10-01-75,10/31/2010,1179,640
fa10-01-76,10/11/2010,286,184
fa10-01-76,10/12/2010,1,19
fa10-01-86,10/26/2010,1,1
fa10-01-86,10/27/2010,355,260
fa10-01-86,10/28/2010,797,530
fa10-01-86,10/29/2010,169,173
fa10-01-86,10/30/2010,0,1
fa10-01-86,10/31/2010,108,49
sp10-01-30,10/5/2010,1185,853
sp10-01-30,10/6/2010,1066,884
sp10-01-30,10/7/2010,419,349
sp10-01-30,10/8/2010,2098,296
sp10-01-30,10/9/2010,457,161
sp10-01-30,10/10/2010,630,560
sp10-01-30,10/11/2010,1990,266
sp10-01-30,10/12/2010,482,348
sp10-01-30,10/13/2010,379,233
sp10-01-30,10/14/2010,859,373
sp10-01-30,10/15/2010,527,376
sp10-01-30,10/16/2010,388,274
sp10-01-30,10/17/2010,688,322
sp10-01-30,10/18/2010,543,469
sp10-01-30,10/19/2010,280,286
sp10-01-30,10/20/2010,9,62
sp10-01-30,10/21/2010,238,208
sp10-01-30,10/22/2010,1565,567
sp10-01-30,10/23/2010,636,311
sp10-01-30,10/24/2010,1272,271
sp10-01-30,10/25/2010,537,345
sp10-01-30,10/26/2010,306,209
sp10-01-30,10/27/2010,1340,170
sp10-01-30,10/28/2010,158,112
sp10-01-30,10/29/2010,1241,262
sp10-01-30,10/30/2010,84,261
sp10-01-30,10/31/2010,1516,371
sp10-01-33,10/7/2010,869,929
sp10-01-33,10/8/2010,558,1007
sp10-01-33,10/9/2010,2097,1114
sp10-01-33,10/10/2010,1487,1422
sp10-01-33,10/11/2010,443,551
sp10-01-33,10/12/2010,456,692
sp10-01-33,10/13/2010,702,722
sp10-01-33,10/14/2010,383,577
sp10-01-33,10/15/2010,569,585
sp10-01-33,10/16/2010,1427,668
sp10-01-33,10/17/2010,987,544
sp10-01-33,10/18/2010,714,887
sp10-01-33,10/19/2010,596,613
sp10-01-33,10/20/2010,379,492
sp10-01-33,10/21/2010,599,557
sp10-01-33,10/22/2010,362,456
sp10-01-33,10/23/2010,1018,766
sp10-01-33,10/24/2010,557,271
sp10-01-33,10/25/2010,242,321
sp10-01-33,10/26/2010,599,328
sp10-01-33,10/27/2010,359,515
sp10-01-33,10/28/2010,350,878
sp10-01-33,10/29/2010,359,709
sp10-01-33,10/30/2010,309,228
sp10-01-33,10/31/2010,272,191
sp10-01-35,10/5/2010,154,176
sp10-01-35,10/6/2010,439,712
sp10-01-35,10/7/2010,124,90
sp10-01-35,10/8/2010,169,154
sp10-01-35,10/9/2010,11,47
sp10-01-35,10/10/2010,63,137
sp10-01-35,10/11/2010,44,68
sp10-01-35,10/12/2010,307,413
sp10-01-35,10/13/2010,445,308
sp10-01-35,10/14/2010,710,471
sp10-01-35,10/15/2010,278,446
sp10-01-35,10/16/2010,23,21
sp10-01-35,10/17/2010,194,216
sp10-01-35,10/18/2010,221,335
sp10-01-35,10/19/2010,146,179
sp10-01-35,10/20/2010,124,171
sp10-01-35,10/21/2010,171,297
sp10-01-35,10/22/2010,67,258
sp10-01-35,10/23/2010,406,719
sp10-01-35,10/24/2010,69,165
sp10-01-35,10/25/2010,450,588
sp10-01-35,10/26/2010,300,331
sp10-01-35,10/27/2010,240,530
sp10-01-35,10/28/2010,399,266
sp10-01-35,10/29/2010,134,225
sp10-01-35,10/30/2010,429,298
sp10-01-35,10/31/2010,227,438
sp10-01-53,10/7/2010,13,0
sp10-01-53,10/8/2010,1277,973
sp10-01-53,10/9/2010,1138,273
sp10-01-53,10/10/2010,1012,584
sp10-01-53,10/11/2010,114,287
sp10-01-53,10/12/2010,781,450
sp10-01-53,10/13/2010,512,450
sp10-01-53,10/14/2010,1333,636
sp10-01-53,10/15/2010,549,329
sp10-01-53,10/16/2010,668,101
sp10-01-53,10/17/2010,356,578
sp10-01-53,10/18/2010,301,210
sp10-01-53,10/19/2010,291,117
sp10-01-53,10/20/2010,515,453
sp10-01-53,10/21/2010,724,539
sp10-01-53,10/22/2010,882,404
sp10-01-53,10/23/2010,78,59
sp10-01-53,10/24/2010,22,4
sp10-01-53,10/25/2010,430,270
sp10-01-53,10/26/2010,273,181
sp10-01-53,10/27/2010,169,143
sp10-01-53,10/28/2010,265,165
sp10-01-53,10/29/2010,73,26
sp10-01-53,10/30/2010,17,10
sp10-01-53,10/31/2010,15,7
fa10-01-41,10/5/2010,2834,1423
fa10-01-41,10/6/2010,78,158
fa10-01-41,10/7/2010,735,541
fa10-01-41,10/8/2010,1167,774
fa10-01-41,10/9/2010,563,415
fa10-01-41,10/10/2010,8,14
fa10-01-41,10/11/2010,1239,952
fa10-01-41,10/12/2010,1284,548
fa10-01-41,10/13/2010,387,317
fa10-01-41,10/14/2010,586,366
fa10-01-41,10/15/2010,636,488
fa10-01-41,10/16/2010,320,489
fa10-01-41,10/17/2010,323,247
fa10-01-41,10/18/2010,334,322
fa10-01-41,10/19/2010,522,344
fa10-01-41,10/20/2010,227,153
fa10-01-41,10/21/2010,1656,987
fa10-01-41,10/22/2010,618,666
fa10-01-41,10/23/2010,546,818
fa10-01-41,10/24/2010,1003,789
fa10-01-41,10/25/2010,1338,645
fa10-01-41,10/26/2010,321,357
fa10-01-41,10/27/2010,240,317
fa10-01-41,10/28/2010,166,108
fa10-01-41,10/29/2010,206,316
fa10-01-41,10/30/2010,245,282
fa10-01-41,10/31/2010,6,7
fa10-01-55,10/11/2010,9,2
fa10-01-55,10/12/2010,345,359
fa10-01-55,10/13/2010,673,373
fa10-01-55,10/14/2010,344,319
fa10-01-55,10/15/2010,989,265
fa10-01-55,10/16/2010,481,151
fa10-01-55,10/17/2010,42,21
fa10-01-55,10/18/2010,41,28
fa10-01-55,10/19/2010,392,211
fa10-01-55,10/20/2010,349,121
fa10-01-55,10/21/2010,269,287
fa10-01-55,10/22/2010,369,229
fa10-01-55,10/23/2010,285,195
fa10-01-55,10/24/2010,14,22
fa10-01-55,10/25/2010,342,406
fa10-01-55,10/26/2010,102,16
fa10-01-55,10/27/2010,169,199
fa10-01-55,10/28/2010,341,259
fa10-01-55,10/29/2010,186,260
fa10-01-55,10/30/2010,195,180
fa10-01-55,10/31/2010,131,128
fa10-01-36,10/7/2010,354,46
fa10-01-36,10/8/2010,957,365
fa10-01-36,10/9/2010,910,98
fa10-01-36,10/10/2010,18,7
fa10-01-36,10/11/2010,14,1
fa10-01-36,10/13/2010,188,90
fa10-01-36,10/14/2010,24,4
fa10-01-36,10/15/2010,15,2
fa10-01-36,10/16/2010,41,4
fa10-01-36,10/17/2010,45,9
fa10-01-36,10/18/2010,38,6
fa10-01-36,10/19/2010,0,0
fa10-01-36,10/21/2010,5,8
fa10-01-36,10/22/2010,295,106
fa10-01-36,10/23/2010,1,4
fa10-01-36,10/24/2010,4,2
fa10-01-36,10/25/2010,130,85
fa10-01-36,10/26/2010,124,92
fa10-01-36,10/27/2010,271,260
fa10-01-36,10/28/2010,399,357
fa10-01-36,10/29/2010,451,267
fa10-01-36,10/30/2010,131,28
fa10-01-36,10/31/2010,226,155
fa10-01-33,10/8/2010,44,2
fa10-01-33,10/9/2010,11,2
fa10-01-33,10/10/2010,1545,799
fa10-01-33,10/11/2010,61,4
fa10-01-33,10/12/2010,151,74
fa10-01-33,10/13/2010,523,148
fa10-01-33,10/14/2010,499,203
fa10-01-33,10/15/2010,508,227
fa10-01-33,10/16/2010,61,9
fa10-01-33,10/17/2010,10,6
fa10-01-33,10/18/2010,318,107
fa10-01-33,10/19/2010,265,325
fa10-01-33,10/20/2010,13,6
fa10-01-33,10/21/2010,698,637
fa10-01-33,10/22/2010,53,14
fa10-01-33,10/23/2010,1896,1101
fa10-01-33,10/24/2010,0,2
fa10-01-33,10/25/2010,38,10
fa10-01-33,10/26/2010,218,136
fa10-01-33,10/27/2010,1,5
fa10-01-33,10/28/2010,315,232
fa10-01-33,10/29/2010,668,404
fa10-01-33,10/30/2010,1858,584
fa10-01-33,10/31/2010,0,0
fa10-01-45,10/5/2010,868,737
fa10-01-45,10/6/2010,105,12
fa10-01-45,10/7/2010,354,206
fa10-01-45,10/8/2010,900,375
fa10-01-45,10/9/2010,764,428
fa10-01-45,10/10/2010,351,206
fa10-01-45,10/11/2010,317,184
fa10-01-45,10/12/2010,515,283
fa10-01-45,10/13/2010,276,350
fa10-01-45,10/14/2010,641,448
fa10-01-45,10/15/2010,567,286
fa10-01-45,10/16/2010,316,341
fa10-01-45,10/17/2010,215,97
fa10-01-45,10/18/2010,256,245
fa10-01-45,10/19/2010,618,383
fa10-01-45,10/20/2010,233,237
fa10-01-45,10/21/2010,151,196
fa10-01-45,10/22/2010,208,183
fa10-01-45,10/23/2010,195,149
fa10-01-45,10/24/2010,621,394
fa10-01-45,10/25/2010,227,442
fa10-01-45,10/26/2010,158,140
fa10-01-45,10/27/2010,85,185
fa10-01-45,10/28/2010,286,270
fa10-01-45,10/29/2010,323,168
fa10-01-45,10/30/2010,451,244
fa10-01-45,10/31/2010,102,104
fa10-01-56,10/13/2010,1156,553
fa10-01-56,10/14/2010,368,338
fa10-01-56,10/15/2010,1278,253
fa10-01-56,10/16/2010,742,311
fa10-01-56,10/17/2010,276,194
fa10-01-56,10/18/2010,645,526
fa10-01-56,10/19/2010,668,413
fa10-01-56,10/21/2010,21,27
fa10-01-56,10/22/2010,587,430
fa10-01-56,10/23/2010,515,392
fa10-01-56,10/24/2010,127,216
fa10-01-56,10/25/2010,545,402
fa10-01-56,10/26/2010,338,367
fa10-01-56,10/27/2010,404,534
fa10-01-56,10/28/2010,709,712
fa10-01-56,10/29/2010,268,260
fa10-01-56,10/31/2010,587,379
fa10-01-78,10/13/2010,450,81
fa10-01-78,10/14/2010,256,115
fa10-01-78,10/15/2010,274,166
fa10-01-78,10/16/2010,268,264
fa10-01-78,10/17/2010,194,114
fa10-01-78,10/18/2010,412,224
fa10-01-78,10/19/2010,212,152
fa10-01-78,10/20/2010,40,55
fa10-01-78,10/21/2010,921,442
fa10-01-78,10/22/2010,29,50
fa10-01-78,10/23/2010,5,10
fa10-01-78,10/24/2010,17,54
fa10-01-78,10/25/2010,7,79
fa10-01-78,10/26/2010,310,289
fa10-01-78,10/27/2010,114,56
fa10-01-78,10/28/2010,262,133
fa10-01-78,10/29/2010,20,6
fa10-01-78,10/30/2010,420,317
fa10-01-78,10/31/2010,179,149
fa10-01-46,10/5/2010,434,271
fa10-01-46,10/6/2010,0,7
fa10-01-46,10/7/2010,146,31
fa10-01-46,10/8/2010,40,24
fa10-01-46,10/9/2010,59,25
fa10-01-46,10/10/2010,38,29
fa10-01-46,10/11/2010,60,23
fa10-01-46,10/12/2010,71,23
fa10-01-46,10/13/2010,14,26
fa10-01-46,10/14/2010,9,29
fa10-01-46,10/15/2010,47,36
fa10-01-46,10/16/2010,32,46
fa10-01-46,10/17/2010,17,11
fa10-01-46,10/18/2010,14,14
fa10-01-46,10/19/2010,85,62
fa10-01-46,10/20/2010,2,25
fa10-01-46,10/21/2010,42,9
fa10-01-46,10/22/2010,89,34
fa10-01-46,10/23/2010,21,34
fa10-01-46,10/24/2010,6,33
fa10-01-46,10/25/2010,10,12
fa10-01-46,10/26/2010,24,25
fa10-01-46,10/28/2010,0,7
fa10-01-46,10/30/2010,95,26
fa10-01-58,10/10/2010,178,38
fa10-01-58,10/11/2010,19,8
fa10-01-58,10/12/2010,690,244
fa10-01-58,10/14/2010,5,0
fa10-01-58,10/15/2010,270,151
fa10-01-58,10/16/2010,1,15
fa10-01-58,10/17/2010,75,39
fa10-01-58,10/18/2010,3,32
fa10-01-58,10/19/2010,29,35
fa10-01-58,10/20/2010,51,19
fa10-01-58,10/21/2010,1,9
fa10-01-58,10/22/2010,38,71
fa10-01-58,10/23/2010,195,106
fa10-01-58,10/24/2010,5,16
fa10-01-58,10/25/2010,3,22
fa10-01-58,10/26/2010,375,236
fa10-01-58,10/27/2010,3,1
fa10-01-58,10/28/2010,1,18
fa10-01-58,10/29/2010,116,33
fa10-01-58,10/30/2010,5,7
fa10-01-58,10/31/2010,0,8
fa10-01-30,10/5/2010,417,304
fa10-01-30,10/6/2010,500,373
fa10-01-30,10/7/2010,673,755
fa10-01-30,10/8/2010,864,1013
fa10-01-30,10/9/2010,554,711
fa10-01-30,10/10/2010,435,652
fa10-01-30,10/11/2010,2777,1076
fa10-01-30,10/12/2010,640,761
fa10-01-30,10/13/2010,372,942
fa10-01-30,10/14/2010,292,598
fa10-01-30,10/15/2010,302,419
fa10-01-30,10/16/2010,490,620
fa10-01-30,10/17/2010,444,710
fa10-01-30,10/18/2010,597,742
fa10-01-30,10/19/2010,530,556
fa10-01-30,10/20/2010,529,838
fa10-01-30,10/21/2010,393,768
fa10-01-30,10/22/2010,144,259
fa10-01-30,10/23/2010,1004,760
fa10-01-30,10/24/2010,83,200
fa10-01-30,10/25/2010,183,250
fa10-01-30,10/26/2010,376,389
fa10-01-30,10/27/2010,202,353
fa10-01-30,10/28/2010,371,434
fa10-01-30,10/29/2010,655,942
fa10-01-30,10/30/2010,715,780
fa10-01-30,10/31/2010,198,203
fa10-01-61,10/9/2010,419,325
fa10-01-61,10/10/2010,853,496
fa10-01-61,10/11/2010,11,103
fa10-01-61,10/12/2010,7,88
fa10-01-61,10/13/2010,217,625
fa10-01-61,10/14/2010,38,164
fa10-01-61,10/15/2010,299,747
fa10-01-61,10/16/2010,589,463
fa10-01-61,10/17/2010,244,651
fa10-01-61,10/18/2010,54,94
fa10-01-61,10/19/2010,116,125
fa10-01-61,10/20/2010,33,137
fa10-01-61,10/21/2010,119,579
fa10-01-61,10/22/2010,521,646
fa10-01-61,10/23/2010,666,398
fa10-01-61,10/24/2010,186,588
fa10-01-61,10/25/2010,224,395
fa10-01-61,10/26/2010,60,265
fa10-01-61,10/27/2010,276,780
fa10-01-61,10/28/2010,15,206
fa10-01-61,10/29/2010,148,437
fa10-01-61,10/30/2010,666,573
fa10-01-61,10/31/2010,23,124
fa10-01-25,10/5/2010,911,684
fa10-01-25,10/6/2010,1487,994
fa10-01-25,10/7/2010,933,753
fa10-01-25,10/8/2010,2166,881
fa10-01-25,10/9/2010,142,164
fa10-01-25,10/10/2010,788,284
fa10-01-25,10/11/2010,807,509
fa10-01-25,10/12/2010,936,668
fa10-01-25,10/13/2010,763,542
fa10-01-25,10/14/2010,833,617
fa10-01-25,10/15/2010,616,401
fa10-01-25,10/16/2010,695,131
fa10-01-25,10/17/2010,897,574
fa10-01-25,10/18/2010,489,634
fa10-01-25,10/19/2010,286,309
fa10-01-25,10/20/2010,229,383
fa10-01-25,10/21/2010,573,554
fa10-01-25,10/22/2010,631,391
fa10-01-25,10/23/2010,118,219
fa10-01-25,10/24/2010,380,343
fa10-01-25,10/25/2010,442,560
fa10-01-25,10/26/2010,951,805
fa10-01-25,10/27/2010,574,688
fa10-01-25,10/28/2010,623,693
fa10-01-25,10/29/2010,625,491
fa10-01-25,10/30/2010,589,481
fa10-01-25,10/31/2010,766,601
fa10-01-62,10/9/2010,337,348
fa10-01-62,10/10/2010,545,283
fa10-01-62,10/11/2010,759,471
fa10-01-62,10/12/2010,519,647
fa10-01-62,10/13/2010,270,296
fa10-01-62,10/14/2010,488,440
fa10-01-62,10/15/2010,43,109
fa10-01-62,10/16/2010,680,590
fa10-01-62,10/17/2010,337,367
fa10-01-62,10/18/2010,333,445
fa10-01-62,10/19/2010,390,388
fa10-01-62,10/20/2010,274,496
fa10-01-62,10/21/2010,549,578
fa10-01-62,10/22/2010,627,594
fa10-01-62,10/23/2010,311,448
fa10-01-62,10/24/2010,284,333
fa10-01-62,10/25/2010,266,425
fa10-01-62,10/26/2010,329,377
fa10-01-62,10/27/2010,371,359
fa10-01-62,10/28/2010,147,319
fa10-01-62,10/29/2010,344,408
fa10-01-62,10/30/2010,239,332
fa10-01-62,10/31/2010,191,241
fa10-01-29,10/5/2010,984,641
fa10-01-29,10/6/2010,1332,1112
fa10-01-29,10/7/2010,652,716
fa10-01-29,10/8/2010,885,844
fa10-01-29,10/9/2010,234,224
fa10-01-29,10/10/2010,354,700
fa10-01-29,10/11/2010,3350,1407
fa10-01-29,10/12/2010,582,438
fa10-01-29,10/13/2010,402,807
fa10-01-29,10/14/2010,325,402
fa10-01-29,10/15/2010,320,517
fa10-01-29,10/16/2010,704,893
fa10-01-29,10/17/2010,328,513
fa10-01-29,10/18/2010,688,869
fa10-01-29,10/19/2010,145,313
fa10-01-29,10/20/2010,405,488
fa10-01-29,10/21/2010,505,674
fa10-01-29,10/22/2010,369,647
fa10-01-29,10/23/2010,1640,832
fa10-01-29,10/24/2010,759,299
fa10-01-29,10/25/2010,653,438
fa10-01-29,10/26/2010,234,446
fa10-01-29,10/27/2010,363,443
fa10-01-29,10/28/2010,232,401
fa10-01-29,10/29/2010,228,292
fa10-01-29,10/30/2010,823,910
fa10-01-29,10/31/2010,149,418
fa10-01-77,10/14/2010,318,251
fa10-01-77,10/15/2010,340,529
fa10-01-77,10/16/2010,557,469
fa10-01-77,10/17/2010,238,409
fa10-01-77,10/18/2010,196,363
fa10-01-77,10/19/2010,183,435
fa10-01-77,10/20/2010,58,212
fa10-01-77,10/21/2010,134,538
fa10-01-77,10/22/2010,181,481
fa10-01-77,10/23/2010,1446,842
fa10-01-77,10/24/2010,408,507
fa10-01-77,10/25/2010,207,453
fa10-01-77,10/26/2010,267,617
fa10-01-77,10/27/2010,22,127
fa10-01-77,10/28/2010,203,475
fa10-01-77,10/29/2010,240,685
fa10-01-77,10/30/2010,336,601
fa10-01-77,10/31/2010,119,290
fa10-01-57,10/10/2010,1303,1394
fa10-01-57,10/11/2010,181,93
fa10-01-57,10/12/2010,1358,837
fa10-01-57,10/13/2010,824,834
fa10-01-57,10/14/2010,309,293
fa10-01-57,10/15/2010,361,219
fa10-01-57,10/16/2010,757,431
fa10-01-57,10/17/2010,279,244
fa10-01-57,10/18/2010,548,543
fa10-01-57,10/19/2010,463,401
fa10-01-57,10/20/2010,533,326
fa10-01-57,10/21/2010,423,482
fa10-01-57,10/22/2010,316,232
fa10-01-57,10/23/2010,20,50
fa10-01-57,10/24/2010,344,134
fa10-01-57,10/25/2010,352,205
fa10-01-57,10/26/2010,563,362
fa10-01-57,10/27/2010,331,210
fa10-01-57,10/28/2010,327,267
fa10-01-57,10/29/2010,571,350
fa10-01-57,10/30/2010,1,17
fa10-01-57,10/31/2010,1,67
fa10-01-12,10/7/2010,1113,317
fa10-01-12,10/8/2010,6,11
fa10-01-12,10/9/2010,5,8
fa10-01-12,10/10/2010,173,54
fa10-01-12,10/11/2010,38,12
fa10-01-12,10/12/2010,11,0
fa10-01-12,10/13/2010,428,103
fa10-01-12,10/14/2010,177,144
fa10-01-12,10/15/2010,302,205
fa10-01-12,10/16/2010,293,210
fa10-01-12,10/17/2010,297,147
fa10-01-12,10/18/2010,359,214
fa10-01-12,10/19/2010,387,193
fa10-01-12,10/20/2010,343,174
fa10-01-12,10/21/2010,545,239
fa10-01-12,10/22/2010,278,167
fa10-01-12,10/23/2010,164,61
fa10-01-12,10/24/2010,518,201
fa10-01-12,10/25/2010,407,117
fa10-01-12,10/26/2010,424,284
fa10-01-12,10/27/2010,440,188
fa10-01-12,10/28/2010,793,467
fa10-01-12,10/29/2010,466,155
fa10-01-12,10/30/2010,236,158
fa10-01-12,10/31/2010,150,77
fa10-01-53,10/6/2010,99,15
fa10-01-53,10/7/2010,1235,861
fa10-01-53,10/8/2010,1357,690
fa10-01-53,10/9/2010,1611,924
fa10-01-53,10/10/2010,281,152
fa10-01-53,10/11/2010,639,600
fa10-01-53,10/12/2010,829,498
fa10-01-53,10/13/2010,405,272
fa10-01-53,10/14/2010,599,457
fa10-01-53,10/15/2010,619,476
fa10-01-53,10/16/2010,786,436
fa10-01-53,10/17/2010,376,192
fa10-01-53,10/18/2010,536,430
fa10-01-53,10/19/2010,542,427
fa10-01-53,10/20/2010,444,293
fa10-01-53,10/21/2010,444,480
fa10-01-53,10/22/2010,656,375
fa10-01-53,10/23/2010,949,511
